1.938064537808696253e+00,5.139036338737632548e+01
3.209263002372127471e-01,5.343676511546971852e+01
2.354046180690732570e-01,5.369457987927560794e+01
6.875507625261904066e-01,5.651620711349175252e+01
7.120342099939992453e-01,5.766312979342141176e+01
9.749322595582949891e-01,5.669070550227258565e+01
5.896932769530203178e-01,5.487980738078623943e+01
3.283250554026024837e-01,5.526623210607280612e+01
5.256127571028560430e-01,5.499772698406826521e+01
9.001096460020920897e-01,5.792470399906288492e+01
4.606020885832956546e-01,5.526736405134040808e+01
2.663750557125107998e-01,5.501206052366975996e+01
3.645264796647798011e-01,5.366251710772824879e+01
1.098499157317828212e+00,5.524071098422732717e+01
2.267122865002674792e-01,5.552845740793879514e+01
5.041659094974157984e-01,5.721628382272252367e+01
7.780191493964208060e-01,5.708323294279723825e+01
1.068488437812232128e+00,5.445438840215394549e+01
6.313918797809418004e-01,5.576796297402903946e+01
9.445150530010121281e-01,5.706119158833094218e+01
4.847218523052702066e-01,5.476585164475108769e+01
5.094397622962067995e-01,5.598739930313158197e+01
1.119570071421691626e+00,5.660584848803111413e+01
5.575824061770557893e-01,5.608814856537780713e+01
3.366138598786335145e-01,5.699816467647607254e+01
1.439375254664576831e+00,5.673998917673470288e+01
1.879724829350050586e+00,5.573997609166731593e+01
3.794755148135346978e+00,5.087234924158567395e+01
3.328417065793664698e+00,5.391754626747380996e+01
7.251694288746427519e-01,5.523614045402685235e+01
1.550344636172015234e+00,5.540781076364096691e+01
9.033796265197807651e-01,5.084224859447803624e+01
4.634972142834581921e-01,5.090390669790657796e+01
1.327570681042556267e+00,4.984991089876093895e+01
1.232323399844031719e+00,5.131391455985438199e+01
2.045985729499796957e+00,5.154067497700454936e+01
1.119194054438842123e+00,4.892328760514531183e+01
2.242953135730398451e+00,4.868975348265049519e+01
4.682968436740773122e-01,4.946772801899165728e+01
1.706830000549927284e+00,4.864580161599167951e+01
4.764724755450879257e-01,4.902803077674604282e+01
4.178129667932299895e-01,4.799720267237171356e+01
3.183097091203894169e-01,4.902712776519978632e+01
1.344714180219324540e+00,4.920066628240879680e+01
1.570993312337574777e+00,5.123562432065339323e+01
