6.249904082643686909e-01,4.478860083786801738e+01,4.542711744493593073e+01,9.611498466471181246e+01
4.131516999956761915e-01,4.557920189965655311e+01,4.459359196724945917e+01,9.681184579059608097e+01
8.438408945963985497e-01,4.579236871227357852e+01,4.539107081539689403e+01,9.639941974757279297e+01
9.129940848455777580e-01,4.790369479540521525e+01,4.697406196115642985e+01,9.389403490753613823e+01
1.148048175839228469e+00,4.805965048299469089e+01,4.535840497719440378e+01,9.723797635774580783e+01
8.428492400856099076e-01,4.715248306934434197e+01,4.398773071537110724e+01,9.967770779527988623e+01
1.006543105756683154e+00,4.469437138133702092e+01,4.106098758073660093e+01,1.002611457971456019e+02
3.837873971891039848e-01,4.296879920171172529e+01,4.288536328150540555e+01,9.967394148826319622e+01
1.789580010419568268e+00,4.391945035008787102e+01,4.398995573888859667e+01,1.026689554373125191e+02
1.782555537003806867e+00,4.556666490507382861e+01,4.677942420195443418e+01,1.015445741339819676e+02
1.409959639073395277e+00,4.389811867538736578e+01,4.560746467378164937e+01,1.037892021988925393e+02
7.269622270023196053e-01,4.373161460777479448e+01,4.599873416800604531e+01,1.028179513851551690e+02
1.319930688300634758e+00,4.198464554826299633e+01,4.427443282789239021e+01,1.025334520092515618e+02
1.588814034229968142e+00,4.313028793102054692e+01,4.565413135560130087e+01,1.048862783129628866e+02
3.476538613374458575e-01,4.230548576902856439e+01,4.267591170984219673e+01,1.051528234594887437e+02
8.774744620167970188e-01,4.326516351618261069e+01,4.415143666973388292e+01,1.039193319618781572e+02
4.740144349417143577e-01,4.342971942712375721e+01,4.501416002452893395e+01,1.037385399874542884e+02
9.047989137359023770e-01,4.231549149477840643e+01,4.478047651431190701e+01,1.039908199602822805e+02
3.283506506348523590e-01,4.305447019063608138e+01,4.178533249136395256e+01,1.069828085147034784e+02
5.263356528756325536e-01,4.406616981279221790e+01,3.991136672232945415e+01,1.043930836924863002e+02
2.542281796033984964e-01,4.232385593023433046e+01,4.018509474931436642e+01,1.063513215555097560e+02
4.462018459267119708e-01,4.230554576043813597e+01,4.484194525501566631e+01,1.083346575472794910e+02
1.837578388765262360e+00,4.340485959103166635e+01,4.443807448525845416e+01,1.105721237108130310e+02
7.691688713456948934e-01,4.184237823881084495e+01,4.424767421832473246e+01,1.076601615867736115e+02
2.519569219541274663e+00,4.541257498918398738e+01,4.327915824248810850e+01,1.050355010188829539e+02
2.407140176232632101e+00,4.580329854456982730e+01,4.423373265536262977e+01,1.045882703480025953e+02
2.852110499058760240e+00,4.485755408402935274e+01,4.522786857629731827e+01,1.054442136818117888e+02
4.314552078914021926e+00,4.122626780703110683e+01,4.258537460818693177e+01,1.023607355111332851e+02
2.185250616833650739e+00,4.351051607642438768e+01,4.499695635636228985e+01,1.048766686355745748e+02
1.083658307096598161e+00,4.511850662791121636e+01,4.490783903796420873e+01,1.058753824135756076e+02
1.783513345070632861e+00,4.541471234170394666e+01,4.456306954154297983e+01,1.062805424878715428e+02
7.470961988097273299e-01,4.137443941822061788e+01,4.444372471382923351e+01,1.064147836370915741e+02
6.276364591476688570e-01,4.031728627258488018e+01,4.075089457891645139e+01,1.072323205239163713e+02
1.872010458592741289e+00,3.961573018031659643e+01,4.123630263099792614e+01,1.096775886919638481e+02
1.811192916719794654e+00,4.058700822233890193e+01,4.248276055846019261e+01,1.072516942735857839e+02
1.786528148202800148e+00,4.095701484604407483e+01,4.373936005689974138e+01,1.089285995619282232e+02
1.710540383755663640e+00,3.899309293453637082e+01,4.321351716278761756e+01,1.075126951797459895e+02
3.231113044982962812e+00,3.887942580026015094e+01,4.403585372952405663e+01,1.057355606799071523e+02
2.122563534162948073e+00,3.922928967718014093e+01,4.200302412973692867e+01,1.072716384379781545e+02
1.042300984922972074e+00,3.875333532647270829e+01,4.310243719828255138e+01,1.091492137422473405e+02
6.721171760412383289e-01,3.954535676171862946e+01,4.152159606475256481e+01,1.088157980474044706e+02
1.043358147434810812e+00,3.941494513408508027e+01,4.402395597902987845e+01,1.098409489608853988e+02
1.625331176667699440e+00,4.042249012090343996e+01,4.350898175166673809e+01,1.120119847816470156e+02
1.807171483839935089e+00,4.162197524040158214e+01,4.318095813437584241e+01,1.083484389047421246e+02
9.612729142270770577e-01,4.141563734330424751e+01,4.622896351566588180e+01,1.069992712328318305e+02
2.539152542789428590e+00,4.386336376375882651e+01,4.744670660217956737e+01,1.044560567482017746e+02
2.381597912736242995e-01,4.341048147627475373e+01,4.792634010484807305e+01,1.066253479453918231e+02
8.051494445318225779e-01,4.489505234807888456e+01,4.831570982702408656e+01,1.046815331959144828e+02
4.899776851014306933e-01,4.361977749753223321e+01,4.592311665400900722e+01,1.053308635952890313e+02
2.007056647153616868e+00,4.428891319789686065e+01,4.584696659460144019e+01,1.058037682839100171e+02
3.853348900358741780e+00,4.289407526299010698e+01,4.498443439938461808e+01,1.065103733725774191e+02
4.091013068175501921e+00,4.292694376939564194e+01,4.431533369858490090e+01,1.080647876895039161e+02
2.727787363695972189e+00,4.210210170797078177e+01,4.497700684302569130e+01,1.092367584894535497e+02
2.015580504311645260e+00,3.993020811976898443e+01,4.369891840661702531e+01,1.096792999935774020e+02
1.836269422537236684e+00,3.883544472199621822e+01,4.335596880652101959e+01,1.101807603905869115e+02
2.990678133895358637e-01,4.042158335041570894e+01,4.315853508771729707e+01,1.102146997969551450e+02
3.780471947839178504e-01,4.222793642168344519e+01,4.250565721217958526e+01,1.101245746225422693e+02
9.096355890613069262e-01,4.353056095738275388e+01,4.308490565914640058e+01,1.090820380027667653e+02
7.788141535813459804e-01,4.394624998136361427e+01,4.272369509533400844e+01,1.096404148670063421e+02
3.013317307188170258e-01,4.400188406427837862e+01,4.604048085967384907e+01,1.096610770378005526e+02
6.908609296112749876e-01,4.297594773739836427e+01,4.554879296915569853e+01,1.091469699965497853e+02
1.066059358755303998e+00,4.390702357943137457e+01,4.625329460146903671e+01,1.095656274131114856e+02
3.727637165905908212e-01,4.478441047198855074e+01,4.640080050031546932e+01,1.095980108406835711e+02
1.019741038385506782e+00,4.465740150319257395e+01,4.577503911207559639e+01,1.090536815466400498e+02
1.049147727823888765e+00,4.571538462399736602e+01,4.567451585878622211e+01,1.096076122884493316e+02
